Date,Price,Open,High,Low,Vol.,Change %
02/11/2014,60.06,60.1,60.82,59.81,782.09K,-0.74%
02/10/2014,60.51,60.63,60.95,60.1,838.77K,-0.05%
02/07/2014,60.54,60.96,61.46,60.38,2.10M,-0.74%
02/06/2014,60.99,61.53,61.54,60.77,1.06M,-0.02%
02/04/2014,61.0,61.54,62.01,60.82,1.01M,-0.94%
02/03/2014,61.58,62.11,62.45,61.54,625.05K,-0.82%
01/31/2014,62.09,61.6,62.5,61.44,2.23M,-0.08%
01/30/2014,62.14,62.5,62.5,61.83,603.21K,-0.48%
01/29/2014,62.44,63.12,63.12,62.11,4.61M,-1.28%
01/28/2014,63.25,63.89,64.07,63.0,2.39M,-1.28%
01/27/2014,64.07,64.91,65.96,63.56,2.75M,-1.58%
01/24/2014,65.1,63.64,65.37,63.46,3.66M,1.75%
01/23/2014,63.98,62.6,64.18,62.6,2.43M,2.32%
01/22/2014,62.53,63.03,63.51,62.5,1.47M,-1.11%
01/21/2014,63.23,62.5,63.46,62.03,744.13K,1.22%
01/20/2014,62.47,62.6,62.86,62.02,602.17K,0.40%
01/17/2014,62.22,62.58,62.6,62.02,388.97K,-0.26%
01/16/2014,62.38,62.88,62.99,61.63,2.18M,-0.35%
01/15/2014,62.6,62.69,63.36,62.31,1.08M,0.74%
01/13/2014,62.14,61.92,62.5,61.92,984.89K,0.40%
01/10/2014,61.89,61.15,62.02,61.15,432.13K,0.06%
01/09/2014,61.85,61.78,62.1,61.54,1.24M,0.10%
01/08/2014,61.79,61.38,61.86,61.3,1.15M,0.67%
01/07/2014,61.38,60.43,61.72,60.1,2.77M,1.40%
01/06/2014,60.53,59.71,60.77,59.69,2.53M,0.73%
01/03/2014,60.09,59.62,60.77,59.62,1.75M,0.25%
01/02/2014,59.94,59.47,60.09,59.37,1.93M,1.18%
01/01/2014,59.24,58.41,59.54,58.17,634.93K,1.47%
12/31/2013,58.38,58.46,59.04,57.98,879.33K,-0.44%
12/30/2013,58.64,59.09,59.13,58.51,366.61K,-0.09%
12/27/2013,58.69,59.42,59.42,58.43,1.32M,-0.78%
12/26/2013,59.15,59.2,59.57,59.04,521.05K,-0.52%
12/24/2013,59.46,59.13,59.61,58.85,461.77K,0.80%
12/23/2013,58.99,58.75,59.52,58.65,1.16M,0.32%
12/20/2013,58.8,59.11,59.31,58.6,1.12M,-0.91%
12/19/2013,59.34,59.71,60.24,58.8,7.46M,-0.50%
12/18/2013,59.64,59.76,60.1,59.52,2.99M,0.73%
12/17/2013,59.21,58.98,59.52,58.75,1.72M,0.56%
12/16/2013,58.88,58.8,59.23,58.65,688.49K,0.26%
12/13/2013,58.73,58.65,59.33,58.62,1.63M,0.39%
12/12/2013,58.5,58.8,58.99,57.98,1.32M,-0.32%
12/11/2013,58.69,59.23,59.33,58.65,1.76M,-0.73%
12/10/2013,59.12,59.13,60.28,58.7,3.01M,-0.14%
12/09/2013,59.2,59.12,59.52,58.65,752.45K,0.99%
12/06/2013,58.62,59.12,59.12,58.46,1.12M,-0.39%
12/05/2013,58.85,58.76,59.04,58.46,832.53K,0.22%
12/04/2013,58.72,59.13,59.32,58.65,1.92M,-0.81%
12/03/2013,59.2,58.89,59.42,58.85,849.17K,0.92%
12/02/2013,58.66,59.36,59.46,58.56,929.77K,-0.54%
11/29/2013,58.98,59.15,59.52,58.94,963.57K,-0.29%
11/28/2013,59.15,59.47,59.81,59.13,907.93K,0.02%
11/27/2013,59.14,59.13,59.81,58.65,1.48M,-1.35%
11/26/2013,59.95,60.67,61.2,59.61,2.20M,-1.99%
11/25/2013,61.17,60.1,61.35,60.1,1.46M,1.21%
11/22/2013,60.44,60.48,60.57,59.85,1.07M,0.60%
11/21/2013,60.08,58.93,60.21,58.56,2.28M,2.47%
11/20/2013,58.63,58.06,59.23,58.06,2.09M,0.67%
11/19/2013,58.24,57.69,58.65,57.81,723.85K,0.83%
11/18/2013,57.76,57.21,58.36,56.84,1.13M,1.82%
11/13/2013,56.73,56.97,57.5,55.78,5.28M,-2.51%
11/12/2013,58.19,58.56,58.99,57.69,709.29K,-0.63%
11/11/2013,58.56,59.61,59.76,58.17,1.47M,-2.01%
11/08/2013,59.76,59.85,60.57,59.57,761.81K,-0.53%
11/07/2013,60.08,60.96,61.06,59.85,1.03M,-1.57%
11/06/2013,61.04,60.0,61.15,60.0,5.84M,1.77%
11/05/2013,59.98,60.05,60.14,59.66,318.76K,-0.05%
11/04/2013,60.01,58.66,60.1,58.66,496.09K,0.96%
11/01/2013,59.44,60.05,60.67,59.14,1.87M,-1.20%
10/31/2013,60.16,60.05,60.72,59.6,1.46M,0.91%
10/30/2013,59.62,59.6,60.1,59.37,329.68K,0.49%
10/29/2013,59.33,59.61,59.85,59.23,1.12M,-0.19%
10/28/2013,59.44,60.58,60.58,59.12,492.97K,-0.40%
10/25/2013,59.68,60.1,60.48,59.61,759.21K,-1.45%
10/24/2013,60.56,61.54,62.01,60.1,2.57M,-1.69%
10/23/2013,61.6,61.44,62.4,60.77,2.62M,1.70%
10/22/2013,60.57,58.75,61.39,58.17,2.87M,3.50%
10/21/2013,58.52,57.86,59.37,57.86,1.46M,1.37%
10/14/2013,57.73,57.6,57.88,57.5,1.13M,0.30%
10/11/2013,57.56,58.65,58.89,57.02,7.07M,-1.72%
10/10/2013,58.57,57.69,58.69,57.6,2.87M,0.43%
10/09/2013,58.32,61.54,61.54,58.3,13.42M,-4.95%
10/08/2013,61.36,61.06,61.56,60.89,474.25K,0.46%
10/07/2013,61.08,62.02,62.02,61.05,998.42K,-1.44%
10/04/2013,61.97,62.21,62.21,61.36,549.13K,0.73%
10/03/2013,61.52,62.26,62.26,61.35,762.33K,-1.13%
10/02/2013,62.22,62.98,62.98,62.02,878.29K,-0.70%
10/01/2013,62.66,62.02,62.93,61.35,1.55M,2.25%
09/30/2013,61.28,60.34,62.01,60.1,3.39M,0.77%
09/27/2013,60.81,62.02,62.02,60.29,1.03M,-1.79%
09/26/2013,61.92,62.11,62.4,61.07,1.82M,-0.23%
09/25/2013,62.06,61.06,62.35,60.82,1.17M,1.69%
09/24/2013,61.03,62.21,62.26,60.58,1.73M,-2.20%
09/23/2013,62.4,62.16,62.5,62.11,182.00K,0.45%
09/20/2013,62.12,62.26,63.03,61.83,2.01M,0.45%
09/19/2013,61.84,62.02,62.97,60.82,2.17M,-0.08%
09/18/2013,61.89,62.5,63.44,61.64,4.25M,-1.20%
09/17/2013,62.64,62.98,63.56,62.55,390.01K,-1.45%
09/16/2013,63.56,64.42,64.9,62.73,2.27M,-1.96%
09/13/2013,64.83,65.38,65.38,64.81,537.17K,-0.63%
09/12/2013,65.24,66.3,66.35,65.1,2.39M,-0.91%
09/11/2013,65.84,65.41,67.02,65.41,1.49M,-5.59%
09/10/2013,69.74,70.19,71.71,69.23,5.96M,-0.63%
09/09/2013,70.18,70.04,71.25,69.73,6.04M,-0.59%
09/06/2013,70.6,69.47,70.75,69.03,2.06M,2.69%
09/05/2013,68.75,67.31,70.19,67.31,1.11M,2.03%
09/04/2013,67.38,67.79,67.84,67.02,1.39M,-0.59%
09/03/2013,67.78,68.12,68.12,67.4,1.59M,0.13%
09/02/2013,67.69,68.03,68.03,66.44,865.81K,-0.86%
08/30/2013,68.28,68.41,69.13,67.21,2.32M,1.59%
08/29/2013,67.21,67.28,67.79,66.35,969.29K,0.24%
08/28/2013,67.05,66.63,67.4,64.42,1.64M,0.37%
08/27/2013,66.8,67.79,67.79,66.39,637.01K,-0.82%
08/26/2013,67.35,67.31,67.74,66.83,785.73K,1.26%
08/23/2013,66.51,67.6,67.79,66.35,738.93K,-1.38%
08/22/2013,67.44,67.79,68.7,66.83,2.47M,-1.22%
08/21/2013,68.27,69.25,69.47,67.94,4.93M,-1.36%
08/20/2013,69.21,69.46,69.6,68.75,5.39M,0.52%
08/19/2013,68.85,67.0,69.68,66.83,10.22M,3.30%
08/16/2013,66.65,66.73,67.02,66.35,1.63M,0.08%
08/15/2013,66.6,65.38,66.78,65.1,1.41M,1.88%
